Druh,Popis_druhu,Ctverec,Lokalita,Lokalita_short,Text,Datum,Pocet,Substrat,Lat,Lon,Zpusob,Autor,Poznamka
Acrossus luridus,"Fabricius, 1775",6060,"Janovice, obora Janovice, ",Janovice,"Janovice, obora Janovice, 1.5.2014, 1 ex., M. Bogapov leg., det. et coll.",2014-05-01,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus luridus,"Fabricius, 1775",6064,"Orlické Podhůří, Luh – Klopoty",Orlické Podhůří,"Orlické Podhůří, Luh – Klopoty (49.9843214N, 16.3352181E a 49.9925439N, 16.3377072E), 6.4.2019, 2 ex. (f. gagates), Bos, J. Mertlik leg. et coll.",2019-04-06,2 ex.,NA,49.9843214,16.3352181,leg. et coll.,J. Mertlik,NA
Acrossus luridus,"Fabricius, 1775",6064,"Řetůvka, Husí krk, pastvina",Řetůvka,"Řetůvka, Husí krk, pastvina (49.9659739N, 16.3451517E), 6.4.2019, 1 ex. (f. gagates), Bos, J. Mertlik leg. et coll.",2019-04-06,1 ex.,NA,49.9659739,16.3451517,leg. et coll.,J. Mertlik,pastvina (49.9659739N
Acrossus luridus,"Fabricius, 1775",6065,"Petrovice, Blahotinec, pastvina",Petrovice,"Petrovice, Blahotinec, pastvina (49.9949469N, 16.5567164E), 31.5.2019, 2 ex. (f. gagates), Equus, J. Mertlik leg. et coll.",2019-05-31,2 ex.,Equus,49.9949469,16.5567164,leg. et coll.,J. Mertlik,pastvina (49.9949469N
Acrossus luridus,"Fabricius, 1775",6065,"Dolní Čermná, Jakubovice, pastvina",Dolní Čermná,"Dolní Čermná, Jakubovice, pastvina (49.9561975N, 16.5557911E), 31.5.2019, 3 ex. (2 ex. f. gagates), Ovis, J. Mertlik leg. et coll. 44                    Faunistika druhů čeledí Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech Acrossus rufipes (Linnaeus, 1758)",2019-05-31,3 ex.,NA,49.9561975,16.5557911,leg. et coll.,J. Mertlik,pastvina (49.9561975N
Acrossus rufipes,"Linnaeus, 1758",5259,"Krkonoše, Špindlerův Mlýn, ",Krkonoše,"Krkonoše, Špindlerův Mlýn, 23.8.1991, 1 ex., J. Prouza leg., D. Král det., RMHK coll.",1991-08-23,1 ex.,NA,NA,NA,NA,D. Král,NA
Acrossus rufipes,"Linnaeus, 1758",5260,"Krkonoše, Malá Úpa, VII. ",Krkonoše,"Krkonoše, Malá Úpa, VII. 1976, 4 ex., J. Soustružník leg., V. Týr det. et coll.",NA,4 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5260,"Krkonoše, Horní Malá Úpa, ",Krkonoše,"Krkonoše, Horní Malá Úpa, 29.6.1955, 3 ex., R. Hozák leg., RMHK coll.",1955-06-29,3 ex.,NA,NA,NA,NA,NA,NA
Acrossus rufipes,"Linnaeus, 1758",5260,"Krkonoše, Soví sedlo, VII. ",Krkonoše,"Krkonoše, Soví sedlo, VII. 1976, 1 ex., J. Soustružník leg., V. Týr det. et coll.",NA,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5359,"Krkonoše, Vrchlabí, Kněžice, pastvina",Krkonoše,"Krkonoše, Vrchlabí, Kněžice, pastvina (50.6410000N, 15.5810000E), 1.10.2016, 2 ex., S. Vrabec leg., det. et coll.",2016-10-01,2 ex.,NA,50.641,15.581,"leg., det. et coll.",NA,pastvina (50.6410000N
Acrossus rufipes,"Linnaeus, 1758",5359,"Krkonoše, Vrchlabí, Kněžice, Křížovky, pastvina",Krkonoše,"Krkonoše, Vrchlabí, Kněžice, Křížovky, pastvina (50.6465153N, 15.5734072E), 11.9.2019, 1 ex., Equus, J. Mertlik leg. et coll.",2019-09-11,1 ex.,Equus,50.6465153,15.5734072,leg. et coll.,J. Mertlik,pastvina (50.6465153N
Acrossus rufipes,"Linnaeus, 1758",5359,"Vrchlabí, areál Benziny",Vrchlabí,"Vrchlabí, areál Benziny (50.6200000N, 15.5990000E), 28.7.2013, 1 ex., na světlo, S. Vrabec leg. et coll., D. Juřena det.",2013-07-28,1 ex.,NA,50.62,15.599,leg. et coll.,NA,NA
Acrossus rufipes,"Linnaeus, 1758",5359,Vrchlabí,Vrchlabí,"Vrchlabí (50.6120000N, 15.6220000E), 29.7.2016 , 1 ex., S. Vrabec leg., det. et coll.",2016-07-29,1 ex.,NA,50.612,15.622,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5360,"Krkonoše, Velká Úpa, ",Krkonoše,"Krkonoše, Velká Úpa, 1984, 2 ex., J. Plecháč leg. et coll., V. Týr det.",NA,2 ex.,NA,NA,NA,leg. et coll.,NA,NA
Acrossus rufipes,"Linnaeus, 1758",5362,"Horní Adršpach, ",Horní Adršpach,"Horní Adršpach, 16.7.1979, 1 ex., R. Macek leg., J. Resl coll. (Resl 2018)",1979-07-16,1 ex.,NA,NA,NA,NA,J. Resl,NA
Acrossus rufipes,"Linnaeus, 1758",5362,"Adršpach, Vlčí rokle",Adršpach,"Adršpach, Vlčí rokle (5362d), 22.8.2003, 4 ex., prosev hub, A. Hamet leg., det. et coll. (Hamet & Vancl 2016)",2003-08-22,4 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5363,"Horní Teplice, Nad zbořeništi",Horní Teplice,"Horní Teplice, Nad zbořeništi (5363c), 14.9.2000, 1 ex., A. Hamet leg., det. et coll. (Hamet & Vancl 2016); 14.9.2000, 1 ex., Z. Vancl leg., det. et coll. (Hamet & Vancl 2016)",2000-09-14,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5363,Jetřichov,Jetřichov,"Jetřichov (5363d), 12.5.2000, 1 ex., Z. Vancl leg., det. et coll. (Hamet & Vancl 2016)",2000-05-12,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5363,"Jetřichov, U Kapličky, pastvina, ",Jetřichov,"Jetřichov, U Kapličky, pastvina, 22.7.2019, 1 ex., Bos, J. Mertlik leg. et det. (non coll.).",2019-07-22,1 ex.,NA,NA,NA,NA,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5364,"Rožmitál, lom",Rožmitál,"Rožmitál, lom (5364c), 21.6.2000, 1 ex., M. Mikát leg., RMHK coll. (Mikát & Hamet 2014, Hamet & Vancl 2016); dtto, 26.7.2000, 1 ex.; 29.8.2000, 1 ex., A. Hamet leg., det. et coll. (Hamet & Vancl 2016); 29.7.2008, 1 ex., M. Mikát leg., det. et coll.",2000-06-21,1 ex.,NA,NA,NA,"leg., det. et coll.",M. Mikát,NA
Acrossus rufipes,"Linnaeus, 1758",5457,"Újezd pod Troskami, Semínova Lhota",Újezd pod Troskami,"Újezd pod Troskami, Semínova Lhota (50.5156739N, 15.2867433E a 50.5156092N, 15.2753950E), 10.10.2018, 2 ex., Bos, J. Mertlik leg. et coll.",2018-10-10,2 ex.,NA,50.5156739,15.2867433,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5459,"Horní Kalná, Doleček, pastvina u kravína",Horní Kalná,"Horní Kalná, Doleček, pastvina u kravína (50.5594933N, 15.6329764E), 11.9.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-09-11,1 ex.,NA,50.5594933,15.6329764,leg. et coll.,J. Mertlik,pastvina u kravína (50.5594933N
Acrossus rufipes,"Linnaeus, 1758",5459,"Borovnice, pastviny u farmy Menšina",Borovnice,"Borovnice, pastviny u farmy Menšina (50.5053722N, 15.6145172E), 11.9.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-09-11,1 ex.,NA,50.5053722,15.6145172,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5461,"Trutnov, Vysoká stráň",Trutnov,"Trutnov, Vysoká stráň (50.5716817N, 15.9551606E a 50.5689356N, 15.9550103E), 18.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-18,1 ex.,NA,50.5716817,15.9551606,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5461,"Trutnov, Bojiště",Trutnov,"Trutnov, Bojiště (50.5411519N, 15.9039733E), 18.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-18,1 ex.,NA,50.5411519,15.9039733,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5462,"Radvanice, Paseka",Radvanice,"Radvanice, Paseka (5462a), 29.7.1998, 1 ex., A. Hamet leg., det. et coll. (Hamet & Vancl 2016)",1998-07-29,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5462,"Česká Metuje, Solovický dvůr",Česká Metuje,"Česká Metuje, Solovický dvůr (5462d), 15.7.2003, 1 ex., nárazová past, Z. Vancl leg., det. et coll. (Hamet & Vancl 2016)",2003-07-15,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5462,"Teplické skály, Pod Zvětralým vrchem",Teplické skály,"Teplické skály, Pod Zvětralým vrchem (5462b), 20.7.2000, 8 ex., Klouček leg., det. et coll. (Hamet & Vancl 2016); 30.7.2003, 2 ex., J. Klouček leg., det. et coll. (Hamet & Vancl 2016)",2000-07-20,8 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5463,"Bělý, Písčitý důl",Bělý,"Bělý, Písčitý důl (5463d), 5.6.1978, 1 ex., Z. Vancl leg et coll., K. Poláček det. (Hamet & Vancl 2016); 24.7.1980, 1 ex., Z. Vancl leg. et coll., K. Poláček det. (Hamet & Vancl 2016); 30.7.1996, 1 ex., Z. Vancl leg., det. et coll. (Hamet & Vancl 2016); 15.8.1996, 1 ex., Z. Vancl leg., det. et coll. (Hamet & Vancl 2016); 1.8.2002, 1 ex., noční smyk, Z. Vancl leg., det. et coll. (Hamet & Vancl 2016)",1978-06-05,1 ex.,NA,NA,NA,leg. et coll.,NA,NA
Acrossus rufipes,"Linnaeus, 1758",5463,"Machov, Řeřišný",Machov,"Machov, Řeřišný (5463d), 7.8.2007, 1 ex., na světlo, Z. Vancl leg., det. et coll.",2007-08-07,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5463,"Police nad Metují, starý park",Police nad Metují,"Police nad Metují, starý park (5463c), 20.8.2000, 1 ex., Z. Vancl leg., det. et coll. (Hamet & Vancl 2016)",2000-08-20,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5463,"Police nad Metují, město",Police nad Metují,"Police nad Metují, město (5463c), 20.7.2013, 1 ex., na UV světlo, Z. Vancl leg., det. et coll.",2013-07-20,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5463,"Křinice, pastvina",Křinice,"Křinice, pastvina (50.5756406N, 16.2978967E), 22.7.2019, 3 ex., Bos, J. Mertlik leg. et coll.",2019-07-22,3 ex.,NA,50.5756406,16.2978967,leg. et coll.,J. Mertlik,pastvina (50.5756406N
Acrossus rufipes,"Linnaeus, 1758",5464,"Božanov, Lopota",Božanov,"Božanov, Lopota (5464c), 10.6.2003, 1 ex., kůrovcový lapač, J. Beran leg., Z. Vancl det. et coll. (Hamet & Vancl 2016)",2003-06-10,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Acrossus rufipes,"Linnaeus, 1758",5558,"Jičín, vrch Zebín",Jičín,"Jičín, vrch Zebín (50.4582725N, 15.3704828E), 17.9.2018, 2 ex., J. Mertlik leg. et coll.",2018-09-17,2 ex.,NA,50.4582725,15.3704828,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5559,"Pecka, ",Pecka,"Pecka, 1991, 6 ex., J. Plecháč leg. et coll., V. Týr det.; VII.1991, 5 ex., S. Urban leg. et coll., V. Týr det.; 5.9.2005, 1 ex., na světlo, J. Plecháč leg. et coll., V. Týr det.",2005-09-05,6 ex.,NA,NA,NA,leg. et coll.,NA,NA
Acrossus rufipes,"Linnaeus, 1758",5559,"Pecka, pastviny u vrchu Homolka",Pecka,"Pecka, pastviny u vrchu Homolka (50.4871019N, 15.6194633E), 11.9.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-09-11,1 ex.,NA,50.4871019,15.6194633,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5560,"Třebihošť, pastvina u Bystrého potoka",Třebihošť,"Třebihošť, pastvina u Bystrého potoka (50.4280936N, 15.6989606E), 17.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-17,1 ex.,NA,50.4280936,15.6989606,leg. et coll.,J. Mertlik,pastvina u Bystrého potoka (50.4280936N
Acrossus rufipes,"Linnaeus, 1758",5560,"Dvůr Králové nad Labem, ",Dvůr Králové nad Labem,"Dvůr Králové nad Labem, 25.6.1982, 1 ex., sběratel neuveden, T. Kožíšek coll., V. Týr det. Elateridarium 14: 15-147, 2020                                                                                        45",1982-06-25,1 ex.,NA,NA,NA,NA,D. Král,NA
Acrossus rufipes,"Linnaeus, 1758",5561,"Hajnice, Horní Žďár, pastvina(",Hajnice,"Hajnice, Horní Žďár, pastvina(50.4903203N, 15.8850047E), 18.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-18,1 ex.,NA,50.4903203,15.8850047,leg. et coll.,J. Mertlik,pastvina(50.4903203N
Acrossus rufipes,"Linnaeus, 1758",5562,"Kleny, Dubenský Dvůr, pastvina",Kleny,"Kleny, Dubenský Dvůr, pastvina (50.4036639N, 16.0788503E), 27.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-27,1 ex.,NA,50.4036639,16.0788503,leg. et coll.,J. Mertlik,pastvina (50.4036639N
Acrossus rufipes,"Linnaeus, 1758",5563,"Náchod, Dobrošov, pastvina",Náchod,"Náchod, Dobrošov, pastvina (50.4014428N, 16.1964514E), 7.9.2018, 2 ex., Bos, J. Mertlik leg. et coll.; dtto, (50.4052314N, 16.1972789E), 28.8.2019, 1 ex.",2018-09-07,2 ex.,NA,50.4014428,16.1964514,leg. et coll.,J. Mertlik,pastvina (50.4014428N
Acrossus rufipes,"Linnaeus, 1758",5661,Rychnovek,Rychnovek,"Rychnovek (50.3551489N, 15.9662467E), 27.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-27,1 ex.,NA,50.3551489,15.9662467,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5663,"Peklo, VI.",Peklo,"Peklo, VI.1985, 1 ex., J. Resl leg. et coll. (Resl 2018)",NA,1 ex.,NA,NA,NA,leg. et coll.,J. Resl,NA
Acrossus rufipes,"Linnaeus, 1758",5663,"Sněžné, VI.",Sněžné,"Sněžné, VI.1974, 2 ex., J. Resl leg. et coll. (Resl 2018)",NA,2 ex.,NA,NA,NA,leg. et coll.,J. Resl,NA
Acrossus rufipes,"Linnaeus, 1758",5663,Sedloňov,Sedloňov,"Sedloňov (50.3309581N, 16.3253294E), 7.9.2018, 2 ex., J. Mertlik leg. et coll.",2018-09-07,2 ex.,NA,50.3309581,16.3253294,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5663,"Deštné v Orlických horách, Plasnice, ",Deštné v Orlických horách,"Deštné v Orlických horách, Plasnice, 15.8.1966, 1 ex., K. Poláček leg., RMHK coll. (Poláček 1977: 533); VIII. 1968, 1 ex., R. Hozák leg., RMHK coll.; dtto, 22. VIII. 1980, 1 ex.; VII.1969, 1 ex., K. Poláček leg., J. Resl coll. (Resl 2018); 15.8.1969, 2 ex., K. Poláček leg., RMHK coll. (Poláček 1977: 533), V. Týr det.",1966-08-15,1 ex.,NA,NA,NA,NA,J. Resl,NA
Acrossus rufipes,"Linnaeus, 1758",5663,"Česká Čermná, Nad Českou Čermnou, pastvina",Česká Čermná,"Česká Čermná, Nad Českou Čermnou, pastvina (50.3933386N, 16.2293689E), 28.8.2019, 1 ex., Equus, J. Mertlik leg. et coll.",2019-08-28,1 ex.,Equus,50.3933386,16.2293689,leg. et coll.,J. Mertlik,pastvina (50.3933386N
Acrossus rufipes,"Linnaeus, 1758",5663,"Mezilesí, pastvina pod Sendražským kopcem",Mezilesí,"Mezilesí, pastvina pod Sendražským kopcem (50.3642128N, 16.2135331E), 28.8.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-08-28,1 ex.,NA,50.3642128,16.2135331,leg. et coll.,J. Mertlik,pastvina pod Sendražským kopcem (50.3642128N
Acrossus rufipes,"Linnaeus, 1758",5663,"Orlické hory, Deštenský Špičák, ",Orlické hory,"Orlické hory, Deštenský Špičák, 800m, 11.9.2012, 1 ex., M. Mikát leg. et det., RMHK coll.",2012-09-11,1 ex.,NA,NA,NA,NA,M. Mikát,NA
Acrossus rufipes,"Linnaeus, 1758",5664,"Sedloňov, pastvina Úhor",Sedloňov,"Sedloňov, pastvina Úhor (50.3262156N, 16.3280486E), 24.8.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-08-24,1 ex.,NA,50.3262156,16.3280486,leg. et coll.,J. Mertlik,pastvina Úhor (50.3262156N
Acrossus rufipes,"Linnaeus, 1758",5664,"Deštné v Orlických Horách, Na Šerlichu, ",Deštné v Orlických Horách,"Deštné v Orlických Horách, Na Šerlichu, 7.7.1962, 5 ex., sběratel neuveden, RMHK coll., J. Mertlik rev.; 7.8.1981, 3 ex., M. Doležal leg., RMHK coll., J. Mertlik rev.; louka (50.3259197N, 16.3842014E), 11.8.2019, 2 ex., Cervus, J. Mertlik leg. et coll.",1962-07-07,5 ex.,Cervus,50.3259197,16.3842014,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5664,"Trčkov, ",Trčkov,"Trčkov, 2.8.1986, 1 ex., J. Resl leg. et coll. (Resl 2018); 16.8.1995, 2 ex., M. Mikát leg. et det., RMHK coll.",1986-08-02,1 ex.,NA,NA,NA,leg. et coll.,M. Mikát,NA
Acrossus rufipes,"Linnaeus, 1758",5759,Skřivany,Skřivany,"Skřivany (50.2696842N, 15.5097094E), 20.9.2018, 4 ex., J. Mertlik leg. et coll.",2018-09-20,4 ex.,NA,50.2696842,15.5097094,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5760,"Těchlovice, ",Těchlovice,"Těchlovice, 6.7.1945, 9 ex., A. Smetana leg., NMMP coll., R. Dunda det.",1945-07-06,9 ex.,NA,NA,NA,NA,NA,NA
Acrossus rufipes,"Linnaeus, 1758",5761,"Běleč nad Orlicí, pastvina u Orlice",Běleč nad Orlicí,"Běleč nad Orlicí, pastvina u Orlice (50.2019467N, 15.9546939E), 21.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-21,1 ex.,NA,50.2019467,15.9546939,leg. et coll.,J. Mertlik,pastvina u Orlice (50.2019467N
Acrossus rufipes,"Linnaeus, 1758",5764,"Liberk, Uhřínov",Liberk,"Liberk, Uhřínov (50.2589081N, 16.3508694E), 7.9.2018, 2 ex., Bos, J. Mertlik leg. et coll.; dtto, (50.2570294N, 16.3469983E), 28.7.2019, 1 ex.",2018-09-07,2 ex.,NA,50.2589081,16.3508694,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5764,"Liberk, Prorubky",Liberk,"Liberk, Prorubky (50.2147689N, 16.3370703E), 29.8.2018, 1 ex., J. Mertlik leg. et coll.",2018-08-29,1 ex.,NA,50.2147689,16.3370703,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5764,"Orlické Záhoří, pastviny u pily",Orlické Záhoří,"Orlické Záhoří, pastviny u pily (50.2678486N, 16.4776281E), 11.8.2019, 1 ex., Equus, J. Mertlik leg. et coll.",2019-08-11,1 ex.,Equus,50.2678486,16.4776281,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5857,"Kněžičky [Choťovice], obora Kněžičky [Žehuňská obora]",Kněžičky [Choťovice],"Kněžičky [Choťovice], obora Kněžičky [Žehuňská obora] (5857-58), 3.10.2002, 1 ex., v trusu zvěře, V. Hron leg., det. et coll.",2002-10-03,1 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Acrossus rufipes,"Linnaeus, 1758",5859,"Roudnice, pastvina",Roudnice,"Roudnice, pastvina (50.1790444N, 15.6307956E), 26.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-26,1 ex.,NA,50.1790444,15.6307956,leg. et coll.,J. Mertlik,pastvina (50.1790444N
Acrossus rufipes,"Linnaeus, 1758",5860,"Hrobice, les u jízdárny",Hrobice,"Hrobice, les u jízdárny (50.1010653N, 15.7815283E), 3.9.2019, 1 ex., Equus, J. Mertlik leg. et coll.; dtto, 6.9.2019, 1 ex., V. Hron leg., det. et coll.; dtto, (50.1011308N, 15.7814539E), 16.9.2019, 1 ex., Equus.",2019-09-03,1 ex.,Equus,50.1010653,15.7815283,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5860,"Hradec Králové, Třebeš, ",Hradec Králové,"Hradec Králové, Třebeš, 11.9.1976, 4 ex., M. Mikát leg., RMHK coll., J. Mertlik rev.",1976-09-11,4 ex.,NA,NA,NA,NA,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5861,"Hradec Králové, Na Plachtě, V.",Hradec Králové,"Hradec Králové, Na Plachtě, V.1987, 1 ex., J. Resl leg. et coll. (Resl 2018); 22.4.2006, 1 ex. observ. v koňském trusu, V. Hron leg. det. et coll.; jízdárna (50.1931350N, 15.8615622E), 22.9.2018, 1 ex., J. Mertlik leg. et coll.; centrální vřesoviště, 24.8.2019, 1 ex., Equus, V. Hron leg., det. et coll.; dtto, 13.9.2019, 2 ex.",2006-04-22,1 ex.,Equus,50.193135,15.8615622,observ.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5861,"Hradec Králové, Nový Hradec Králové, ",Hradec Králové,"Hradec Králové, Nový Hradec Králové, 2.7.1996, 1 ex., T. Staněk leg. et coll., V. Týr det.; 12.7.1999, 3 ex., M. Brabec leg., det. et coll.",1996-07-02,1 ex.,NA,NA,NA,leg. et coll.,M. Brabec,NA
Acrossus rufipes,"Linnaeus, 1758",5861,"Býšť, Bělečko",Býšť,"Býšť, Bělečko (50.1536894N, 15.9645214E), 22.9.2018, mrtvý ex., J. Mertlik leg. et coll.; dtto, (50.1498839N, 15.9632192E), 6.9.2019, 1 ex., Equus.",2018-09-22,1 ex.,Equus,50.1536894,15.9645214,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5861,"Býšť, Bělečko, obora Požáry",Býšť,"Býšť, Bělečko, obora Požáry (50.1457142N, 15.9830944E), 6.9.2019, 1 ex., Dama, J. Mertlik leg. et coll.; 11.10.2019, několik ex., Cervus, Dama, V. Hron observ.",2019-09-06,1 ex.,Cervus,50.1457142,15.9830944,observ.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5861,"Třebechovice pod Orebem, pastviny u Orlice, ",Třebechovice pod Orebem,"Třebechovice pod Orebem, pastviny u Orlice, 11.7.2015, 3 ex., V. Hron leg., det. et coll.",2015-07-11,3 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Acrossus rufipes,"Linnaeus, 1758",5862,"Týniště nad Orlicí, Štěpánovsko, ",Týniště nad Orlicí,"Týniště nad Orlicí, Štěpánovsko, 9.7.2015, 1 ex., B. Mocek leg., RMHK coll.; J. Mertlik det.",2015-07-09,1 ex.,NA,NA,NA,NA,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5862,"Týniště nad Orlicí, pastvina u Kopanin",Týniště nad Orlicí,"Týniště nad Orlicí, pastvina u Kopanin (50.1616539N, 16.0416844E), 13.9.2018, 2 ex., J. Mertlik leg. et coll.",2018-09-13,2 ex.,NA,50.1616539,16.0416844,leg. et coll.,J. Mertlik,pastvina u Kopanin (50.1616539N
Acrossus rufipes,"Linnaeus, 1758",5862,"Týniště nad Orlicí, pastvina u Světlé",Týniště nad Orlicí,"Týniště nad Orlicí, pastvina u Světlé (50.1323514N, 16.0792994E), 13.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-13,1 ex.,NA,50.1323514,16.0792994,leg. et coll.,J. Mertlik,pastvina u Světlé (50.1323514N
Acrossus rufipes,"Linnaeus, 1758",5862,"Žďár nad Orlicí, pastvina u Orlice",Žďár nad Orlicí,"Žďár nad Orlicí, pastvina u Orlice (50.1244536N, 16.0750564E), 13.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-13,1 ex.,NA,50.1244536,16.0750564,leg. et coll.,J. Mertlik,pastvina u Orlice (50.1244536N
Acrossus rufipes,"Linnaeus, 1758",5862,"Lípa nad Orlicí, pastvina východní",Lípa nad Orlicí,"Lípa nad Orlicí, pastvina východní (50.1288231N, 16.1158419E), 13.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-13,1 ex.,NA,50.1288231,16.1158419,leg. et coll.,J. Mertlik,pastvina východní (50.1288231N
Acrossus rufipes,"Linnaeus, 1758",5862,Zdelov,Zdelov,"Zdelov (50.0995378N, 16.1371772E), 8.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-08,1 ex.,NA,50.0995378,16.1371772,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5863,"Rychnov nad Kněžnou, Městská Habrová, pastvina",Rychnov nad Kněžnou,"Rychnov nad Kněžnou, Městská Habrová, pastvina (50.1771050N, 16.2914231E), 28.7.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-07-28,1 ex.,NA,50.177105,16.2914231,leg. et coll.,J. Mertlik,pastvina (50.1771050N
Acrossus rufipes,"Linnaeus, 1758",5864,"Helvíkovice, Dolní Dvůr, pastvina",Helvíkovice,"Helvíkovice, Dolní Dvůr, pastvina (50.1032167N, 16.4133267E), 23.7.2019, 2 ex., Bos, J. Mertlik leg. et coll.",2019-07-23,2 ex.,NA,50.1032167,16.4133267,leg. et coll.,J. Mertlik,pastvina (50.1032167N
Acrossus rufipes,"Linnaeus, 1758",5865,"Bartošovice v Orlických horách, pastvina",Bartošovice v Orlických horách,"Bartošovice v Orlických horách, pastvina (50.1549889N, 16.5456639E), 11.8.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-08-11,1 ex.,NA,50.1549889,16.5456639,leg. et coll.,J. Mertlik,pastvina (50.1549889N
Acrossus rufipes,"Linnaeus, 1758",5866,"Králíky, Horní Lipka, pastviny",Králíky,"Králíky, Horní Lipka, pastviny (50.1170358N, 16.7729083E), 5.8.2019, 1 ex., Bos, J. Mertlik leg. et coll.",2019-08-05,1 ex.,NA,50.1170358,16.7729083,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5866,"Králický Sněžník, Klepáč Mt., ",Králický Sněžník,"Králický Sněžník, Klepáč Mt., 11.7.2012, 1 ex., J. Mertlik leg. et coll., P. Kylies det.",2012-07-11,1 ex.,NA,NA,NA,leg. et coll.,J. Mertlik,NA
Acrossus rufipes,"Linnaeus, 1758",5866,"Dolní Morava, VII. ",Dolní Morava,"Dolní Morava, VII. 1981, 1 ex., T. Staněk leg. et coll., V. Týr det.",NA,1 ex.,NA,NA,NA,leg. et coll.,NA,NA
