Druh,Popis_druhu,Ctverec,Lokalita,Lokalita_short,Text,Datum,Pocet,Substrat,Lat,Lon,Zpusob,Autor,Poznamka
Melinopterus prodromus,"Brahm, 1790",5960,"Hrobice, les na vrchu Cháby",Hrobice,"Hrobice, les na vrchu Cháby (50.1000683N, 15.7783736E), 9.12.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-12-09,1 ex.,Equus,50.1000683,15.7783736,leg. et coll.,J. Mertlik,NA
Melinopterus prodromus,"Brahm, 1790",5960,"Staré Hradiště, Hradiště na Písku, Kunětický les",Staré Hradiště,"Staré Hradiště, Hradiště na Písku, Kunětický les (50.0821381N, 15.8000689E), 5.11.2020, 2 ♂♂, 2 ♀♀, Equus, J. Mertlik leg. et coll.",2020-11-05,2 ♂,Equus,50.0821381,15.8000689,leg. et coll.,J. Mertlik,NA
Melinopterus prodromus,"Brahm, 1790",5960,"Ráby, u lesa Kladivo",Ráby,"Ráby, u lesa Kladivo (50.0811700N, 15.8226500E), 13.11.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-11-13,2 ex.,Equus,50.08117,15.82265,leg. et coll.,J. Mertlik,NA
Melinopterus prodromus,"Brahm, 1790",5961,"Pardubice, Bělobranská dubina",Pardubice,"Pardubice, Bělobranská dubina (50.0484428N, 15.8264372E), 23.11.2020, 1 ex., Equus, J. Mertlik leg. et coll.; dtto, (50.0446500N, 15.8357836E), 7.12.2020, 2 ex.",2020-11-23,1 ex.,Equus,50.0484428,15.8264372,leg. et coll.,J. Mertlik,NA
Melinopterus prodromus,"Brahm, 1790",5961,"Veská, zalesněné duny",Veská,"Veská, zalesněné duny (50.0380914N, 15.8493481E), 16.3.2020, 3 ex., Equus, J. Mertlik leg. et coll.; dtto, (50.0410189N, 15.8465769E), 7.12.2020, 1 ex.",2020-03-16,3 ex.,Equus,50.0380914,15.8493481,leg. et coll.,J. Mertlik,NA
Melinopterus prodromus,"Brahm, 1790",5962,"Čermná nad Orlicí, Číčová, pastvina",Čermná nad Orlicí,"Čermná nad Orlicí, Číčová, pastvina (50.0694364N, 16.1631853E), 3.10.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-10-03,2 ex.,Equus,50.0694364,16.1631853,leg. et coll.,J. Mertlik,pastvina (50.0694364N
Melinopterus prodromus,"Brahm, 1790",5963,"Plchovice, pastvina",Plchovice,"Plchovice, pastvina (50.0460383N, 16.1839953E), 3.10.2020, 1 ex., Ovis, J. Mertlik leg et coll.",2020-10-03,1 ex.,NA,50.0460383,16.1839953,NA,J. Mertlik,pastvina (50.0460383N
Melinopterus prodromus,"Brahm, 1790",5965,"Letohrad, Jablonský les",Letohrad,"Letohrad, Jablonský les (50.0338669N, 16.5508375E), 10.5.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-05-10,1 ex.,Equus,50.0338669,16.5508375,leg. et coll.,J. Mertlik,NA
Melinopterus prodromus,"Brahm, 1790",6060,Rabštejnská Lhota,Rabštejnská Lhota,"Rabštejnská Lhota (49.9114103N, 15.7802900E), 29.9.2020, 9 ex., v lese, Equus, V. Hron leg., det. et coll.",2020-09-29,9 ex.,Equus,49.9114103,15.78029,"leg., det. et coll.",V. Hron,NA
Melinopterus prodromus,"Brahm, 1790",6065,"Ostrov, Hříva",Ostrov,"Ostrov, Hříva (49.9353461N, 16.5095531E), 10.5.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-05-10,1 ex.,Equus,49.9353461,16.5095531,leg. et coll.,J. Mertlik,NA
Melinopterus prodromus,"Brahm, 1790",6366,"Vrážné, Vraženský důl, Bouda",Vrážné,"Vrážné, Vraženský důl, Bouda (49.6827008N, 16.7911683E), 2000, více ex., V. Jiříček leg., det. et coll. Nové čtverce: 5561 a 6065. Melinopterus sphacelatus (Panzer, 1798)",NA,NA,NA,49.6827008,16.7911683,"leg., det. et coll.",V. Jiříček,NA
Melinopterus sphacelatus,"Panzer, 1798",5260,"Pec pod Sněžkou, Modrý Důl, les nad Studničními Boudami",Pec pod Sněžkou,"Pec pod Sněžkou, Modrý Důl, les nad Studničními Boudami (50.7195592N, 15.7025792E), 16.6.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-06-16,1 ex.,Cervus,50.7195592,15.7025792,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5362,"Adršpach, Janovická Vlčí rokle",Adršpach,"Adršpach, Janovická Vlčí rokle (50.6113750N, 16.0938100E), 8.5.2020, 3 ex., Equus, J. Mertlik leg. et coll.",2020-05-08,3 ex.,Equus,50.611375,16.09381,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5463,"Jetřichov, Příkrá stráň",Jetřichov,"Jetřichov, Příkrá stráň (50.5908492N, 16.2434994E), 8.5.2020, 1 ex., J. Mertlik leg. et coll.",2020-05-08,1 ex.,NA,50.5908492,16.2434994,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5561,"Kohoutov, Kladruby, pastvina U Kapličky",Kohoutov,"Kohoutov, Kladruby, pastvina U Kapličky (50.4412642N, 15.9281439E), 27.4.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-04-27,2 ex.,Equus,50.4412642,15.9281439,leg. et coll.,J. Mertlik,pastvina U Kapličky (50.4412642N
Melinopterus sphacelatus,"Panzer, 1798",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2630589N, 16.1067517E a 50.2586536N, 16.1116922E), 9.4.2020, 3 ex., Cervus, J. Mertlik leg. et coll.",2020-04-09,3 ex.,Cervus,50.2630589,16.1067517,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5861,"Hradec Králové, Roudnička, Stará paseka",Hradec Králové,"Hradec Králové, Roudnička, Stará paseka (50.1653906N, 15.8435828E), 13.11.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-11-13,1 ex.,Equus,50.1653906,15.8435828,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5861,"Býšť, Bělečko",Býšť,"Býšť, Bělečko (50.1543661N, 15.9650325E), 17.3.2020, 3 ex., cesta u pastviny, Equus, J. Mertlik leg. et coll.",2020-03-17,3 ex.,Equus,50.1543661,15.9650325,leg. et coll.,J. Mertlik,NA
Melinopterus sphacelatus,"Panzer, 1798",5862,"Týniště nad Orlicí, Rašovice, pastvina",Týniště nad Orlicí,"Týniště nad Orlicí, Rašovice, pastvina (50.1512111N, 16.1258469E), 2.10.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-10-02,2 ex.,Equus,50.1512111,16.1258469,leg. et coll.,J. Mertlik,pastvina (50.1512111N
Melinopterus sphacelatus,"Panzer, 1798",5960,"Ráby, u lesa Kladivo",Ráby,"Ráby, u lesa Kladivo (50.0811700N, 15.8226500E), 13.11.2020, 1 ex., Equus, J. Mertlik leg. et coll. Nové čtverce: 5463, 5561 a 5762. Elateridarium 15: 42-93, 2021                                                                                       65 Nimbus Mulsant et Rey, 1870 Nimbus contaminatus (Herbst, 1783)",2020-11-13,1 ex.,Equus,50.08117,15.82265,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5260,"Pec pod Sněžkou, Růžohorky, pastviny u Děčínské boudy",Pec pod Sněžkou,"Pec pod Sněžkou, Růžohorky, pastviny u Děčínské boudy (50.7100000N, 15.7493314E), 16.9.2020, 2 ♀♀, Bos, J. Mertlik leg. et coll.",2020-09-16,2 ♀,NA,50.71,15.7493314,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5557,"Holín, Pařezská Lhota, pastvina",Holín,"Holín, Pařezská Lhota, pastvina (50.4745183N, 15.2871625E), 21.10.2020, 6 ♂♂, 3 ♀♀, Equus, J. Mertlik leg. et coll.",2020-10-21,6 ♂,Equus,50.4745183,15.2871625,leg. et coll.,J. Mertlik,pastvina (50.4745183N
Nimbus contaminatus,"Herbst, 1783",5660,"Litíč, Nouzov, les nad Velichovským rybníkem",Litíč,"Litíč, Nouzov, les nad Velichovským rybníkem (50.3625400N, 15.8281628E), 23.9.2020, 1 ♂, Equus, J. Mertlik leg. et coll.",2020-09-23,1 ♂,Equus,50.36254,15.8281628,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5761,"Běleč nad Orlicí/Nepasice, pastvina u Orlice",Běleč nad Orlicí/Nepasice,"Běleč nad Orlicí/Nepasice, pastvina u Orlice (50.2024175N, 15.9574653E), 3.10.2020, 2 ♀♀, J. Mertlik leg. et coll.",2020-10-03,2 ♀,NA,50.2024175,15.9574653,leg. et coll.,J. Mertlik,pastvina u Orlice (50.2024175N
Nimbus contaminatus,"Herbst, 1783",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2636314N, 16.1112228E a 50.2565667N, 16.1116144E), 2.10.2020, 6 ♂♂, 11 ♀♀, Cervus, J. Mertlik leg. et coll.",2020-10-02,6 ♂,Cervus,50.2636314,16.1112228,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5860,"Hrobice, les u jízdárny",Hrobice,"Hrobice, les u jízdárny (50.1013147N, 15.7833961E), 22.10.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-10-22,2 ex.,Equus,50.1013147,15.7833961,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5861,"Vysoká nad Labem, les",Vysoká nad Labem,"Vysoká nad Labem, les (50.1599953N, 15.8378214E), 26.10.2020, 1 ♂, 1 ♀, Equus, J. Mertlik leg. et coll.",2020-10-26,1 ♂,Equus,50.1599953,15.8378214,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5861,"Borek, pastvina",Borek,"Borek, pastvina (50.1355739N, 15.8528708E), 22.10.2020, 1 ♂, Bos, J. Mertlik leg. et coll.",2020-10-22,1 ♂,NA,50.1355739,15.8528708,leg. et coll.,J. Mertlik,pastvina (50.1355739N
Nimbus contaminatus,"Herbst, 1783",5862,"Týniště nad Orlicí, Petrovičky, obora Bědovice, Dvůr env.",Týniště nad Orlicí,"Týniště nad Orlicí, Petrovičky, obora Bědovice, Dvůr env. (50.1965217N, 16.0220892E), 15.9.2020, 3 ex., Cervus, J. Mertlik leg. et coll.",2020-09-15,3 ex.,Cervus,50.1965217,16.0220892,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5862,"Týniště nad Orlicí, Rašovice, pastvina",Týniště nad Orlicí,"Týniště nad Orlicí, Rašovice, pastvina (50.1512111N, 16.1258469E), 2.10.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-10-02,2 ex.,Equus,50.1512111,16.1258469,leg. et coll.,J. Mertlik,pastvina (50.1512111N
Nimbus contaminatus,"Herbst, 1783",5862,"Žďár nad Orlicí, pastvina u lesa",Žďár nad Orlicí,"Žďár nad Orlicí, pastvina u lesa (50.1180889N, 16.0648122E), 3.10.2020, 3 ♂♂, 2 ♀♀, Bos, J. Mertlik leg. et coll.",2020-10-03,3 ♂,NA,50.1180889,16.0648122,leg. et coll.,J. Mertlik,pastvina u lesa (50.1180889N
Nimbus contaminatus,"Herbst, 1783",5960,"Srch, les u Barocha",Srch,"Srch, les u Barocha (50.0934903N, 15.7784653E), 23.11.2020, 1 ♀, Equus, J. Mertlik leg. et coll.",2020-11-23,1 ♀,Equus,50.0934903,15.7784653,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5960,"Staré Hradiště, Hradiště na Písku, Kunětický les",Staré Hradiště,"Staré Hradiště, Hradiště na Písku, Kunětický les (50.0821381N, 15.8000689E), 22.10.2020, 6 ♀♀, Equus, J. Mertlik leg. et coll.; dtto, 5.11.2020, 3 ♀♀.",2020-10-22,6 ♀,Equus,50.0821381,15.8000689,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5960,"Ráby, Kunětická hora, Kladivo",Ráby,"Ráby, Kunětická hora, Kladivo (50.0809883N, 15.8222667E), 5.11.2020, 1 ♀, Equus, J. Mertlik leg. et coll.",2020-11-05,1 ♀,Equus,50.0809883,15.8222667,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5961,"Pardubice, Bělobranská dubina",Pardubice,"Pardubice, Bělobranská dubina (50.0484428N, 15.8264372E), 23.11.2020, 1 ♀, Equus, J. Mertlik leg. et coll.",2020-11-23,1 ♀,Equus,50.0484428,15.8264372,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5962,"Horní Jelení, Dolní Jelení",Horní Jelení,"Horní Jelení, Dolní Jelení (50.0482342N, 16.1131200E), 5.9.2020, 2 ♂♂, 2 ♀♀, Equus, J. Mertlik leg. et coll.",2020-09-05,2 ♂,Equus,50.0482342,16.11312,leg. et coll.,J. Mertlik,NA
Nimbus contaminatus,"Herbst, 1783",5962,"Čermná nad Orlicí, Číčová, pastvina",Čermná nad Orlicí,"Čermná nad Orlicí, Číčová, pastvina (50.0694364N, 16.1631853E), 3.10.2020, 4 ♂♂, 1 ♀, Equus, J. Mertlik leg. et coll.",2020-10-03,4 ♂,Equus,50.0694364,16.1631853,leg. et coll.,J. Mertlik,pastvina (50.0694364N
Nimbus contaminatus,"Herbst, 1783",5963,"Kostelecké Horky, pastvina",Kostelecké Horky,"Kostelecké Horky, pastvina (50.0431239N, 16.2055011E), 3.10.2020, 2 ♂♂, Bos, J. Mertlik leg. et coll. Nové čtverce: 5260, 5557, 5660 a 5962. Nimbus obliteratus (Panzer, 1823)",2020-10-03,2 ♂,NA,50.0431239,16.2055011,leg. et coll.,J. Mertlik,pastvina (50.0431239N
Nimbus obliteratus,"Panzer, 1823",5860,"Vysoká nad Labem, les",Vysoká nad Labem,"Vysoká nad Labem, les (50.1586094N, 15.8310536E), 22.10.2020, 6 ♂♂, 6 ♀♀, Equus, J. Mertlik leg. et coll.",2020-10-22,6 ♂,Equus,50.1586094,15.8310536,leg. et coll.,J. Mertlik,NA
Nimbus obliteratus,"Panzer, 1823",5860,"Hrobice, les u jízdárny",Hrobice,"Hrobice, les u jízdárny (50.1013147N, 15.7833961E), 22.10.2020, 1 ♀, Equus, J. Mertlik leg. et coll.; dtto, (50.1012631N, 15.7815078E), 5.11.2020, 1 ♂; dtto, (50.1014619N, 15.7836469E), 24.12.2020, 1 ♀.",2020-10-22,1 ♀,Equus,50.1013147,15.7833961,leg. et coll.,J. Mertlik,NA
Nimbus obliteratus,"Panzer, 1823",5959,"Břehy, ",Břehy,"Břehy, 12.9.2018, 2 ex., Bos, M. Brabec leg. et coll., V. Týr det.",2018-09-12,2 ex.,NA,NA,NA,leg. et coll.,M. Brabec,NA
Nimbus obliteratus,"Panzer, 1823",5960,"Hrobice, vrch Cháby",Hrobice,"Hrobice, vrch Cháby (50.1000553N, 15.7785361E), 5.11.2020, 1 ♀, Equus, J. Mertlik leg. et coll.; dtto, (50.1000683N, 15.7783736E), 9.12.2020, 3 ex.",2020-11-05,1 ♀,Equus,50.1000553,15.7785361,leg. et coll.,J. Mertlik,NA
Nimbus obliteratus,"Panzer, 1823",5960,"Staré Hradiště, Hradiště na Písku, Kunětický les",Staré Hradiště,"Staré Hradiště, Hradiště na Písku, Kunětický les (50.0821381N, 15.8000689E), 22.10.2020, 1 ♂, 1 ♀, Equus, J. Mertlik leg. et coll.; dtto, 5.11.2020, 4 ♂♂, 2 ♀♀; dtto, 23.11.2020, 6 ♂♂, 8 ♀♀. 66              Faunistika druhů Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech v roce 2020",2020-10-22,1 ♂,Equus,50.0821381,15.8000689,leg. et coll.,J. Mertlik,NA
Nimbus obliteratus,"Panzer, 1823",5960,"Ráby, Kunětická hora, Kladivo",Ráby,"Ráby, Kunětická hora, Kladivo (50.0809883N, 15.8222667E), 5.11.2020, 1 ♀, Equus, J. Mertlik leg. et coll.",2020-11-05,1 ♀,Equus,50.0809883,15.8222667,leg. et coll.,J. Mertlik,NA
Nimbus obliteratus,"Panzer, 1823",5961,"Pardubice, Bělobradská dubina",Pardubice,"Pardubice, Bělobradská dubina (50.0446500N, 15.8357836E), 7.12.2020, 1 ♀, Equus, J. Mertlik leg. et coll.",2020-12-07,1 ♀,Equus,50.04465,15.8357836,leg. et coll.,J. Mertlik,NA
Nimbus obliteratus,"Panzer, 1823",5961,"Veská, zalesněné duny",Veská,"Veská, zalesněné duny (50.0380914N, 15.8493481E), 16.3.2020, 1 ♀, Equus, J. Mertlik leg. et coll.",2020-03-16,1 ♀,Equus,50.0380914,15.8493481,leg. et coll.,J. Mertlik,NA
Nimbus obliteratus,"Panzer, 1823",6059,"Choltice, obora",Choltice,"Choltice, obora (49.9843650N, 15.6211436E), 6.3.2020, 1 ♀, Canis, J. Mertlik leg. et coll. Nové čtverce: 5961 a 6059. Otophorus Mulsant, 1842 Otophorus haemorrhoidalis (Linnaeus, 1758)",2020-03-06,1 ♀,NA,49.984365,15.6211436,leg. et coll.,J. Mertlik,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",5259,"Vítkovice, Krkonoše, Harrachova louka – pramenná oblast Velké Mumlavy",Vítkovice,"Vítkovice, Krkonoše, Harrachova louka – pramenná oblast Velké Mumlavy (50.7555458N, 15.5393711E – 50.7572631N, 15.5318933E), 8.8.2020, 3 ex., Cervus, J. Mertlik leg. et coll.",2020-08-08,3 ex.,Cervus,50.7555458,15.5393711,leg. et coll.,J. Mertlik,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",5260,"Špindlerův Mlýn, Krkonoše, Luční hora",Špindlerův Mlýn,"Špindlerův Mlýn, Krkonoše, Luční hora (50.7305617N, 15.6755747E), 12.8.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-08-12,1 ex.,Cervus,50.7305617,15.6755747,leg. et coll.,J. Mertlik,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",5260,"Pec pod Sněžkou, Modrý Důl, les nad Studničními Boudami",Pec pod Sněžkou,"Pec pod Sněžkou, Modrý Důl, les nad Studničními Boudami (50.7195592N, 15.7025792E), 16.6.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-06-16,1 ex.,Cervus,50.7195592,15.7025792,leg. et coll.,J. Mertlik,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",5260,"Pec pod Sněžkou, Krkonoše, Obří důl",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Obří důl (50.7256769N, 15.7271661E), 21.8.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-08-21,1 ex.,NA,50.7256769,15.7271661,leg. et coll.,J. Mertlik,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2630450N, 16.1066308E), 11.7.2020, 1 ex., Cervus, J. Mertlik leg et coll.",2020-07-11,1 ex.,Cervus,50.263045,16.1066308,NA,J. Mertlik,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",5858,"Kněžičky, obora Kněžičky",Kněžičky,"Kněžičky, obora Kněžičky (50.1556728N, 15.3700172E), 10.8.2020, 2 ex., Dama, J. Mertlik leg. et coll.",2020-08-10,2 ex.,NA,50.1556728,15.3700172,leg. et coll.,J. Mertlik,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",5867,"Dolní Morava, Králický Sněžník, Slamník",Dolní Morava,"Dolní Morava, Králický Sněžník, Slamník (50.1547294N, 16.8420444E), 14.7.2020, 1 ex., Cervus, J. Mertlik leg. et coll.",2020-07-14,1 ex.,Cervus,50.1547294,16.8420444,leg. et coll.,J. Mertlik,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",5959,"Strašov, pastvina",Strašov,"Strašov, pastvina (50.0857647N, 15.5268989E), 22.4.2020, 1 ex., Bos, J. Mertlik leg. et coll.",2020-04-22,1 ex.,NA,50.0857647,15.5268989,leg. et coll.,J. Mertlik,pastvina (50.0857647N
Otophorus haemorrhoidalis,"Linnaeus, 1758",6061,"Chrudim, Topol, PP Habrov, ",Chrudim,"Chrudim, Topol, PP Habrov, 11.8.2020, 2 ex., Ovis, V. Hron leg., det. et coll.",2020-08-11,2 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Otophorus haemorrhoidalis,"Linnaeus, 1758",6160,"Licibořice, Slavice, Slavická obora, pastvina",Licibořice,"Licibořice, Slavice, Slavická obora, pastvina (49.8698642N, 15.7895711E), 20.7.2020, 1 ex., Equus, J. Mertlik leg. et coll.; dtto, (49.8706561N, 15.7984653E), 20.7.2020, 5 ex., Cervus; dtto, (49.8743311N, 15.7905742E), 7.8.2020, 2 ex. Nové čtverce: 5259, 5867 a 6061. Oxyomus Dejean, 1833 Oxyomus sylvestris (Scopoli, 1763)",2020-07-20,1 ex.,Equus,49.8698642,15.7895711,leg. et coll.,J. Mertlik,pastvina (49.8698642N
Oxyomus sylvestris,"Scopoli, 1763",5657,"Kopidlno, obora",Kopidlno,"Kopidlno, obora (50.3348608N, 15.2890358E), 8.4.2020, 4 ex., Cervus, J. Mertlik leg. et coll.",2020-04-08,4 ex.,Cervus,50.3348608,15.2890358,leg. et coll.,J. Mertlik,NA
Oxyomus sylvestris,"Scopoli, 1763",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2567006N, 16.1187600E), 11.7.2020, 7 ex., Cervus, J. Mertlik leg. et coll.; dtto, (50.2460750N, 16.1210069E), 9.8.2020, 1 ex.",2020-07-11,7 ex.,Cervus,50.2567006,16.11876,leg. et coll.,J. Mertlik,NA
Oxyomus sylvestris,"Scopoli, 1763",5858,"Kněžičky, obora Kněžičky",Kněžičky,"Kněžičky, obora Kněžičky (50.1556728N, 15.3700172E), 10.8.2020, 2 ex., Dama, J. Mertlik leg. et coll.",2020-08-10,2 ex.,NA,50.1556728,15.3700172,leg. et coll.,J. Mertlik,NA
Oxyomus sylvestris,"Scopoli, 1763",6061,"Chrudim, Topol, PP Habrov, ",Chrudim,"Chrudim, Topol, PP Habrov, 6.7.2020, 1 ex., Ovis, V. Hron leg., det. et coll.; dtto, 11.8.2020, 1 ex.",2020-07-06,1 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Oxyomus sylvestris,"Scopoli, 1763",6062,"Uhersko, Bažantnice u Uherska, ",Uhersko,"Uhersko, Bažantnice u Uherska, 8.4.2008, 1 ex., prosev kupy listí, J. Pelikán leg., det. st coll. Nové čtverce: 5657 a 5762. Elateridarium 15: 42-93, 2021                                                                                     67 Parammoecius Seidlitz, 1891 Parammoecius corvinus (Erichson, 1848)",2008-04-08,1 ex.,NA,NA,NA,NA,J. Pelikán,NA
Parammoecius corvinus,"Erichson, 1848",5260,"Pec pod Sněžkou, Krkonoše, Obří důl",Pec pod Sněžkou,"Pec pod Sněžkou, Krkonoše, Obří důl (50.7243492N, 15.7265706E), 21.8.2020, 2 ex., Cervus, J. Mertlik leg. et coll.",2020-08-21,2 ex.,Cervus,50.7243492,15.7265706,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5359,"Vítkovice, Krkonoše, vrch Šeřín",Vítkovice,"Vítkovice, Krkonoše, vrch Šeřín (50.6964964N, 15.5646650E), 25.7.2020, 1 ex., Capreolus, J. Mertlik leg. et coll.",2020-07-25,1 ex.,NA,50.6964964,15.564665,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5562,"Žernov, Babiččino údolí",Žernov,"Žernov, Babiččino údolí (50.4353578N, 16.0369472E), 24.9.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-09-24,1 ex.,Equus,50.4353578,16.0369472,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5562,"Provodov-Šonov, Kleny, Dubenská obora",Provodov-Šonov,"Provodov-Šonov, Kleny, Dubenská obora (50.4035169N, 16.0721411E), 9.9.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-09-09,1 ex.,Equus,50.4035169,16.0721411,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5562,"Provodov-Šonov, Kleny, Dubenská obora",Provodov-Šonov,"Provodov-Šonov, Kleny, Dubenská obora (50.4035169N, 16.0721411E), 9.9.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-09-09,1 ex.,Equus,50.4035169,16.0721411,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5562,"Vysokov, Jahlan, obora",Vysokov,"Vysokov, Jahlan, obora (50.4113200N, 16.1086111E), 24.9.2020, 2 ex., Cervus, J. Mertlik leg. et coll.",2020-09-24,2 ex.,Cervus,50.41132,16.1086111,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5659,"Holovousy, obora",Holovousy,"Holovousy, obora (50.3819167N, 15.5779708E), 19.9.2020, 1 ex., Ovis, J. Mertlik leg. et coll.",2020-09-19,1 ex.,NA,50.3819167,15.5779708,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5660,"Litíč, Nouzov, les nad Velichovským rybníkem",Litíč,"Litíč, Nouzov, les nad Velichovským rybníkem (50.3625400N, 15.8281628E), 23.9.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-09-23,1 ex.,Equus,50.36254,15.8281628,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5760,"Těchlovice, Těchlovický les",Těchlovice,"Těchlovice, Těchlovický les (50.2164236N, 15.7088781E), 23.8.2020, 1 ex., Capreolus, J. Mertlik leg. et coll.",2020-08-23,1 ex.,NA,50.2164236,15.7088781,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5762,"Opočno, obora Opočno",Opočno,"Opočno, obora Opočno (50.2636314N, 16.1112228E), 2.10.2020, 2 ex., Cervus, J. Mertlik leg. et coll.",2020-10-02,2 ex.,Cervus,50.2636314,16.1112228,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5862,"Býšť, Bělečko, Buky",Býšť,"Býšť, Bělečko, Buky (50.1363619N, 15.9899603E), 5.9.2020, 8 ex., Cervus, J. Mertlik leg. et coll.",2020-09-05,8 ex.,Cervus,50.1363619,15.9899603,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5866,"Dolní Morava, Králický Sněžník, údolí Moravy u Kamenitého potoka",Dolní Morava,"Dolní Morava, Králický Sněžník, údolí Moravy u Kamenitého potoka (50.1637950N, 16.8195022E), 4.9.2020, 6 ex., Cervus, J. Mertlik leg. et coll.",2020-09-04,6 ex.,Cervus,50.163795,16.8195022,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5960,"Hrobice, vrch Cháby",Hrobice,"Hrobice, vrch Cháby (50.0987772N, 15.7811047E), 6.9.2020, 1 ex., Equus, J. Mertlik leg. et coll.",2020-09-06,1 ex.,Equus,50.0987772,15.7811047,leg. et coll.,J. Mertlik,NA
Parammoecius corvinus,"Erichson, 1848",5960,"Staré Hradiště, Hradiště na Písku, Kunětický les",Staré Hradiště,"Staré Hradiště, Hradiště na Písku, Kunětický les (50.0823467N, 15.7971442E), 6.9.2020, 4 ex., Equus, J. Mertlik leg. et coll.; dtto, (50.0821381N, 15.8000689E), 22.10.2020, 2 ex., Equus, J. Mertlik leg. et coll.",2020-09-06,4 ex.,Equus,50.0823467,15.7971442,leg. et coll.,J. Mertlik,NA
